portfolio,start,end,observations,final_equity,total_return,cagr,annual_volatility,sharpe,max_drawdown
strategy_gross,2023-02-01,2026-08-21,867,1.229966678097897,0.22996667809789706,0.060022276103276706,0.24038361631013413,0.3711092406555083,-0.3164815493659465
strategy_net,2023-02-01,2026-08-21,867,1.2042722534715906,0.20427225347159061,0.05373884730137335,0.24027529849601345,0.34563121601946034,-0.32124770181963314
equal_weight_benchmark,2023-02-01,2026-08-21,867,1.2090658489022148,0.2090658489022148,0.05491835278834967,0.18909276069381556,0.3866460675177516,-0.31594740352982076
