experiment,top_n,weight_scheme,rebalance,max_weight,net_total_return,net_cagr,net_annual_volatility,net_sharpe,net_max_drawdown,benchmark_total_return,benchmark_cagr,benchmark_sharpe,excess_total_return,excess_cagr,annualized_turnover,total_transaction_cost,beat_benchmark
top5_equal_month_uncapped,5,weight_equal,month,1.0,0.1110364925410614,0.0300958032094871,0.2137669253615599,0.2505914607667278,-0.3097689254477607,0.2090658489022148,0.0549183527883496,0.3866460675177516,-0.0980293563611534,-0.0248225495788625,4.111526599845798,0.0291999999999999,False
top5_equal_month_cap40,5,weight_equal,month,0.4,0.1110364925410614,0.0300958032094871,0.2137669253615599,0.2505914607667278,-0.3097689254477607,0.2090658489022148,0.0549183527883496,0.3866460675177516,-0.0980293563611534,-0.0248225495788625,4.111526599845798,0.0291999999999999,False
top10_equal_quarter_uncapped,10,weight_equal,quarter,1.0,0.1295214174010817,0.036646843131636,0.2048142829282781,0.2851083967865108,-0.2835519817984381,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.1238006030984064,-0.03235504207793521,1.56620145631068,0.0106,False
top10_equal_quarter_cap40,10,weight_equal,quarter,0.4,0.1295214174010817,0.036646843131636,0.2048142829282781,0.2851083967865108,-0.2835519817984381,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.1238006030984064,-0.03235504207793521,1.56620145631068,0.0106,False
top10_mixed_quarter_cap40,10,weight_mixed,quarter,0.4,0.1247758810768986,0.0353578897985646,0.2008768405780488,0.2802523950259299,-0.2821449387273038,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.1285461394225895,-0.03364399541100661,1.5698208334614518,0.0106244958256446,False
top10_mixed_quarter_uncapped,10,weight_mixed,quarter,1.0,0.1247758810768986,0.0353578897985646,0.2008768405780488,0.2802523950259298,-0.2821449387273038,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.1285461394225895,-0.03364399541100661,1.5698208334614518,0.0106244958256446,False
top10_risk_parity_quarter_uncapped,10,weight_risk_parity,quarter,1.0,0.1198107351877997,0.0340051796779252,0.1971897054230615,0.2748528854157995,-0.2807371506110719,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.1335112853116884,-0.03499670553164601,1.5734402106122232,0.0106489916512892,False
top10_risk_parity_quarter_cap40,10,weight_risk_parity,quarter,0.4,0.1198107351877997,0.0340051796779252,0.1971897054230615,0.2748528854157995,-0.2807371506110719,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.1335112853116884,-0.03499670553164601,1.5734402106122232,0.0106489916512892,False
top5_equal_quarter_uncapped,5,weight_equal,quarter,1.0,-0.0563774671649347,-0.0170019556229467,0.1957868022721542,0.0080288442802582,-0.3278317595391877,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.3096994876644228,-0.08600384083251791,2.009466019417476,0.0136,False
top5_equal_quarter_cap40,5,weight_equal,quarter,0.4,-0.0563774671649347,-0.0170019556229467,0.1957868022721542,0.0080288442802582,-0.3278317595391877,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.3096994876644228,-0.08600384083251791,2.009466019417476,0.0136,False
top5_mixed_quarter_uncapped,5,weight_mixed,quarter,1.0,-0.0600930203957453,-0.0181473442910572,0.1920170532196052,-0.00197762047688,-0.3320260482038604,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.3134150408952334,-0.08714922950062841,2.016334277205916,0.0136464841430609,False
top5_mixed_quarter_cap40,5,weight_mixed,quarter,0.4,-0.0600930203957453,-0.0181473442910572,0.1920170532196052,-0.00197762047688,-0.3320260482038604,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.3134150408952334,-0.08714922950062841,2.016334277205916,0.0136464841430609,False
top5_risk_parity_quarter_cap40,5,weight_risk_parity,quarter,0.4,-0.0640529405434436,-0.0193715804586995,0.188613399530453,-0.0123608156477284,-0.3362024829191071,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.3173749610429317,-0.0883734656682707,2.0232025349943554,0.0136929682861219,False
top5_risk_parity_quarter_uncapped,5,weight_risk_parity,quarter,1.0,-0.0640529405434436,-0.0193715804586995,0.188613399530453,-0.0123608156477285,-0.3362024829191071,0.2533220204994881,0.0690018852095712,0.4561552002425005,-0.3173749610429317,-0.0883734656682707,2.0232025349943554,0.0136929682861219,False
